region;år;Hovedalternativet (MMMM)
3905 Tønsberg;2037;63830
3905 Tønsberg;2038;64134
3905 Tønsberg;2039;64425
3905 Tønsberg;2040;64706
3905 Tønsberg;2041;64975
3905 Tønsberg;2042;65236
3905 Tønsberg;2043;65486
3905 Tønsberg;2044;65725
3905 Tønsberg;2045;65951
3905 Tønsberg;2046;66166
3905 Tønsberg;2047;66367
3905 Tønsberg;2048;66555
3905 Tønsberg;2049;66730
3905 Tønsberg;2050;66892
3907 Sandefjord;2024;66231
3907 Sandefjord;2025;66635
3907 Sandefjord;2026;66979
3907 Sandefjord;2027;67250
3907 Sandefjord;2028;67551
3907 Sandefjord;2029;67880
3907 Sandefjord;2030;68231
3907 Sandefjord;2031;68576
3907 Sandefjord;2032;68913
3907 Sandefjord;2033;69242
3907 Sandefjord;2034;69566
3907 Sandefjord;2035;69885
3907 Sandefjord;2036;70201
3907 Sandefjord;2037;70506
3907 Sandefjord;2038;70801
3907 Sandefjord;2039;71088
3907 Sandefjord;2040;71367
3907 Sandefjord;2041;71640
3907 Sandefjord;2042;71906
3907 Sandefjord;2043;72163
3907 Sandefjord;2044;72411
3907 Sandefjord;2045;72648
3907 Sandefjord;2046;72874
3907 Sandefjord;2047;73087
3907 Sandefjord;2048;73286
3907 Sandefjord;2049;73471
3907 Sandefjord;2050;73640
3909 Larvik;2024;48715
3909 Larvik;2025;49007
3909 Larvik;2026;49237
3909 Larvik;2027;49406
3909 Larvik;2028;49578
3909 Larvik;2029;49755
3909 Larvik;2030;49935
3909 Larvik;2031;50117
3909 Larvik;2032;50299
3909 Larvik;2033;50479
3909 Larvik;2034;50657
3909 Larvik;2035;50831
3909 Larvik;2036;51001
3909 Larvik;2037;51162
3909 Larvik;2038;51315
3909 Larvik;2039;51459
3909 Larvik;2040;51598
3909 Larvik;2041;51731
3909 Larvik;2042;51859
3909 Larvik;2043;51981
3909 Larvik;2044;52099
3909 Larvik;2045;52210
3909 Larvik;2046;52314
3909 Larvik;2047;52410
3909 Larvik;2048;52499
3909 Larvik;2049;52579
3909 Larvik;2050;52651
3911 Færder;2024;27501
3911 Færder;2025;27728
3911 Færder;2026;27907
3911 Færder;2027;28039
3911 Færder;2028;28162
3911 Færder;2029;28278
3911 Færder;2030;28386
3911 Færder;2031;28490
3911 Færder;2032;28592
3911 Færder;2033;28691
3911 Færder;2034;28790
3911 Færder;2035;28887
3911 Færder;2036;28984
3911 Færder;2037;29079
3911 Færder;2038;29170
3911 Færder;2039;29257
3911 Færder;2040;29342
3911 Færder;2041;29425
3911 Færder;2042;29507
3911 Færder;2043;29587
3911 Færder;2044;29664
3911 Færder;2045;29739
3911 Færder;2046;29811
3911 Færder;2047;29878
3911 Færder;2048;29942
3911 Færder;2049;30000
3911 Færder;2050;30052
4001 Porsgrunn;2024;37193
4001 Porsgrunn;2025;37469
4001 Porsgrunn;2026;37680
4001 Porsgrunn;2027;37828
4001 Porsgrunn;2028;37977
4001 Porsgrunn;2029;38126
4001 Porsgrunn;2030;38273
4001 Porsgrunn;2031;38415
4001 Porsgrunn;2032;38551
4001 Porsgrunn;2033;38682
4001 Porsgrunn;2034;38808
4001 Porsgrunn;2035;38932
4001 Porsgrunn;2036;39054
4001 Porsgrunn;2037;39170
4001 Porsgrunn;2038;39281
4001 Porsgrunn;2039;39388
4001 Porsgrunn;2040;39490
4001 Porsgrunn;2041;39586
4001 Porsgrunn;2042;39678
4001 Porsgrunn;2043;39763
4001 Porsgrunn;2044;39843
4001 Porsgrunn;2045;39916
4001 Porsgrunn;2046;39984
4001 Porsgrunn;2047;40045
4001 Porsgrunn;2048;40100
4001 Porsgrunn;2049;40149
4001 Porsgrunn;2050;40193
4003 Skien;2024;56619
4003 Skien;2025;57118
4003 Skien;2026;57503
4003 Skien;2027;57776
4003 Skien;2028;58009
4003 Skien;2029;58206
4003 Skien;2030;58365
4003 Skien;2031;58522
4003 Skien;2032;58675
4003 Skien;2033;58825
4003 Skien;2034;58972
4003 Skien;2035;59116
4003 Skien;2036;59259
4003 Skien;2037;59394
4003 Skien;2038;59521
4003 Skien;2039;59640
4003 Skien;2040;59752
4003 Skien;2041;59859
4003 Skien;2042;59959
4003 Skien;2043;60054
4003 Skien;2044;60143
4003 Skien;2045;60227
4003 Skien;2046;60306
4003 Skien;2047;60378
4003 Skien;2048;60443
4003 Skien;2049;60501
4003 Skien;2050;60551
4005 Notodden;2024;13266
4005 Notodden;2025;13384
4005 Notodden;2026;13462
4005 Notodden;2027;13503
4005 Notodden;2028;13532
4005 Notodden;2029;13550
4005 Notodden;2030;13556
4005 Notodden;2031;13561
4005 Notodden;2032;13565
4005 Notodden;2033;13568
4005 Notodden;2034;13570
4005 Notodden;2035;13572
4005 Notodden;2036;13573
4005 Notodden;2037;13574
4005 Notodden;2038;13573
4005 Notodden;2039;13572
4005 Notodden;2040;13571
4005 Notodden;2041;13570
4005 Notodden;2042;13569
4005 Notodden;2043;13567
4005 Notodden;2044;13565
4005 Notodden;2045;13562
4005 Notodden;2046;13558
4005 Notodden;2047;13554
4005 Notodden;2048;13548
4005 Notodden;2049;13542
4005 Notodden;2050;13535
4010 Siljan;2024;2382
4010 Siljan;2025;2389
4010 Siljan;2026;2397
4010 Siljan;2027;2406
4010 Siljan;2028;2417
4010 Siljan;2029;2430
4010 Siljan;2030;2446
4010 Siljan;2031;2462
4010 Siljan;2032;2477
4010 Siljan;2033;2492
4010 Siljan;2034;2506
4010 Siljan;2035;2521
4010 Siljan;2036;2535
4010 Siljan;2037;2549
4010 Siljan;2038;2562
4010 Siljan;2039;2575
4010 Siljan;2040;2587
4010 Siljan;2041;2598
4010 Siljan;2042;2608
4010 Siljan;2043;2619
4010 Siljan;2044;2628
4010 Siljan;2045;2637
4010 Siljan;2046;2646
4010 Siljan;2047;2654
4010 Siljan;2048;2661
4010 Siljan;2049;2668
4010 Siljan;2050;2674
4012 Bamble;2024;14269
4012 Bamble;2025;14328
4012 Bamble;2026;14362
4012 Bamble;2027;14372
4012 Bamble;2028;14375
4012 Bamble;2029;14373
4012 Bamble;2030;14365
4012 Bamble;2031;14359
4012 Bamble;2032;14353
4012 Bamble;2033;14349
4012 Bamble;2034;14346
4012 Bamble;2035;14343
4012 Bamble;2036;14341
4012 Bamble;2037;14337
4012 Bamble;2038;14332
4012 Bamble;2039;14326
4012 Bamble;2040;14319
4012 Bamble;2041;14313
4012 Bamble;2042;14306
4012 Bamble;2043;14299
4012 Bamble;2044;14292
4012 Bamble;2045;14285
4012 Bamble;2046;14278
4012 Bamble;2047;14270
4012 Bamble;2048;14262
4012 Bamble;2049;14254
4012 Bamble;2050;14244
4014 Kragerø;2024;10445
4014 Kragerø;2025;10438
4014 Kragerø;2026;10423
4014 Kragerø;2027;10397
4014 Kragerø;2028;10375
4014 Kragerø;2029;10357
4014 Kragerø;2030;10342
4014 Kragerø;2031;10327
4014 Kragerø;2032;10314
4014 Kragerø;2033;10300
4014 Kragerø;2034;10287
4014 Kragerø;2035;10274
4014 Kragerø;2036;10261
4014 Kragerø;2037;10248
4014 Kragerø;2038;10234
4014 Kragerø;2039;10220
4014 Kragerø;2040;10205
4014 Kragerø;2041;10190
4014 Kragerø;2042;10176
4014 Kragerø;2043;10161
4014 Kragerø;2044;10147
4014 Kragerø;2045;10133
4014 Kragerø;2046;10119
4014 Kragerø;2047;10106
4014 Kragerø;2048;10093
4014 Kragerø;2049;10081
4014 Kragerø;2050;10069
4016 Drangedal;2024;4086
4016 Drangedal;2025;4062
4016 Drangedal;2026;4039
4016 Drangedal;2027;4015
4016 Drangedal;2028;3997
4016 Drangedal;2029;3983
4016 Drangedal;2030;3971
4016 Drangedal;2031;3961
4016 Drangedal;2032;3952
4016 Drangedal;2033;3943
4016 Drangedal;2034;3935
4016 Drangedal;2035;3928
4016 Drangedal;2036;3921
4016 Drangedal;2037;3914
4016 Drangedal;2038;3908
4016 Drangedal;2039;3901
4016 Drangedal;2040;3894
4016 Drangedal;2041;3887
4016 Drangedal;2042;3879
4016 Drangedal;2043;3872
4016 Drangedal;2044;3864
4016 Drangedal;2045;3857
4016 Drangedal;2046;3850
4016 Drangedal;2047;3843
4016 Drangedal;2048;3837
4016 Drangedal;2049;3830
4016 Drangedal;2050;3824
4018 Nome;2024;6539
4018 Nome;2025;6558
4018 Nome;2026;6565
4018 Nome;2027;6562
4018 Nome;2028;6563
4018 Nome;2029;6566
4018 Nome;2030;6572
4018 Nome;2031;6578
4018 Nome;2032;6584
4018 Nome;2033;6588
4018 Nome;2034;6592
4018 Nome;2035;6595
4018 Nome;2036;6599
4018 Nome;2037;6601
4018 Nome;2038;6603
4018 Nome;2039;6605
4018 Nome;2040;6606
4018 Nome;2041;6606
4018 Nome;2042;6607
4018 Nome;2043;6607
4018 Nome;2044;6606
4018 Nome;2045;6605
4018 Nome;2046;6603
4018 Nome;2047;6600
4018 Nome;2048;6597
4018 Nome;2049;6593
4018 Nome;2050;6588
4020 Midt-Telemark;2024;10904
4020 Midt-Telemark;2025;11091
4020 Midt-Telemark;2026;11239
4020 Midt-Telemark;2027;11348
4020 Midt-Telemark;2028;11450
4020 Midt-Telemark;2029;11545
4020 Midt-Telemark;2030;11632
4020 Midt-Telemark;2031;11715
4020 Midt-Telemark;2032;11794
4020 Midt-Telemark;2033;11870
4020 Midt-Telemark;2034;11944
4020 Midt-Telemark;2035;12015
4020 Midt-Telemark;2036;12085
4020 Midt-Telemark;2037;12151
4020 Midt-Telemark;2038;12215
4020 Midt-Telemark;2039;12275
4020 Midt-Telemark;2040;12334
4020 Midt-Telemark;2041;12390
4020 Midt-Telemark;2042;12444
4020 Midt-Telemark;2043;12496
4020 Midt-Telemark;2044;12545
4020 Midt-Telemark;2045;12592
4020 Midt-Telemark;2046;12637
4020 Midt-Telemark;2047;12680
4020 Midt-Telemark;2048;12720
4020 Midt-Telemark;2049;12759
4020 Midt-Telemark;2050;12795
4022 Seljord;2024;2979
4022 Seljord;2025;2988
4022 Seljord;2026;2991
4022 Seljord;2027;2988
4022 Seljord;2028;2984
4022 Seljord;2029;2980
4022 Seljord;2030;2975
4022 Seljord;2031;2972
4022 Seljord;2032;2968
4022 Seljord;2033;2965
4022 Seljord;2034;2963
4022 Seljord;2035;2961
4022 Seljord;2036;2960
4022 Seljord;2037;2959
4022 Seljord;2038;2958
4022 Seljord;2039;2956
4022 Seljord;2040;2955
4022 Seljord;2041;2952
4022 Seljord;2042;2950
4022 Seljord;2043;2948
4022 Seljord;2044;2945
4022 Seljord;2045;2942
4022 Seljord;2046;2939
4022 Seljord;2047;2937
4022 Seljord;2048;2934
4022 Seljord;2049;2932
4022 Seljord;2050;2930
4024 Hjartdal;2024;1630
4024 Hjartdal;2025;1669
4024 Hjartdal;2026;1694
4024 Hjartdal;2027;1707
4024 Hjartdal;2028;1714
4024 Hjartdal;2029;1716
4024 Hjartdal;2030;1712
4024 Hjartdal;2031;1708
4024 Hjartdal;2032;1705
4024 Hjartdal;2033;1701
4024 Hjartdal;2034;1697
4024 Hjartdal;2035;1694
4024 Hjartdal;2036;1690
4024 Hjartdal;2037;1687
4024 Hjartdal;2038;1683
4024 Hjartdal;2039;1679
4024 Hjartdal;2040;1675
4024 Hjartdal;2041;1670
4024 Hjartdal;2042;1666
4024 Hjartdal;2043;1661
4024 Hjartdal;2044;1657
4024 Hjartdal;2045;1652
4024 Hjartdal;2046;1648
4024 Hjartdal;2047;1644
4024 Hjartdal;2048;1640
4024 Hjartdal;2049;1636
4024 Hjartdal;2050;1632
4026 Tinn;2024;5533
4026 Tinn;2025;5509
4026 Tinn;2026;5483
4026 Tinn;2027;5453
4026 Tinn;2028;5428
4026 Tinn;2029;5408
4026 Tinn;2030;5391
4026 Tinn;2031;5376
4026 Tinn;2032;5361
4026 Tinn;2033;5347
4026 Tinn;2034;5334
4026 Tinn;2035;5322
4026 Tinn;2036;5310
4026 Tinn;2037;5299
4026 Tinn;2038;5288
4026 Tinn;2039;5277
4026 Tinn;2040;5266
4026 Tinn;2041;5256
4026 Tinn;2042;5245
4026 Tinn;2043;5234
4026 Tinn;2044;5223
4026 Tinn;2045;5212
4026 Tinn;2046;5201
4026 Tinn;2047;5190
4026 Tinn;2048;5179
4026 Tinn;2049;5168
4026 Tinn;2050;5157
4028 Kviteseid;2024;2458
4028 Kviteseid;2025;2469
4028 Kviteseid;2026;2477
4028 Kviteseid;2027;2481
4028 Kviteseid;2028;2486
4028 Kviteseid;2029;2490
4028 Kviteseid;2030;2493
4028 Kviteseid;2031;2496
4028 Kviteseid;2032;2499
4028 Kviteseid;2033;2502
4028 Kviteseid;2034;2505
4028 Kviteseid;2035;2509
4028 Kviteseid;2036;2512
4028 Kviteseid;2037;2514
4028 Kviteseid;2038;2517
4028 Kviteseid;2039;2519
4028 Kviteseid;2040;2521
4028 Kviteseid;2041;2522
4028 Kviteseid;2042;2523
4028 Kviteseid;2043;2523
4028 Kviteseid;2044;2523
4028 Kviteseid;2045;2523
4028 Kviteseid;2046;2521
4028 Kviteseid;2047;2520
4028 Kviteseid;2048;2518
4028 Kviteseid;2049;2515
4028 Kviteseid;2050;2513
4030 Nissedal;2024;1471
4030 Nissedal;2025;1498
4030 Nissedal;2026;1518
4030 Nissedal;2027;1530
4030 Nissedal;2028;1538
4030 Nissedal;2029;1542
4030 Nissedal;2030;1543
4030 Nissedal;2031;1543
4030 Nissedal;2032;1543
4030 Nissedal;2033;1544
4030 Nissedal;2034;1544
4030 Nissedal;2035;1544
4030 Nissedal;2036;1544
4030 Nissedal;2037;1544
4030 Nissedal;2038;1544
4030 Nissedal;2039;1544
4030 Nissedal;2040;1543
4030 Nissedal;2041;1543
4030 Nissedal;2042;1543
4030 Nissedal;2043;1542
4030 Nissedal;2044;1542
4030 Nissedal;2045;1541
4030 Nissedal;2046;1540
4030 Nissedal;2047;1539
4030 Nissedal;2048;1538
4030 Nissedal;2049;1536
4030 Nissedal;2050;1535
4032 Fyresdal;2024;1256
4032 Fyresdal;2025;1270
4032 Fyresdal;2026;1279
4032 Fyresdal;2027;1283
4032 Fyresdal;2028;1287
4032 Fyresdal;2029;1289
4032 Fyresdal;2030;1290
4032 Fyresdal;2031;1292
4032 Fyresdal;2032;1293
4032 Fyresdal;2033;1295
4032 Fyresdal;2034;1297
4032 Fyresdal;2035;1299
4032 Fyresdal;2036;1301
4032 Fyresdal;2037;1303
4032 Fyresdal;2038;1305
4032 Fyresdal;2039;1307
4032 Fyresdal;2040;1309
4032 Fyresdal;2041;1310
4032 Fyresdal;2042;1312
4032 Fyresdal;2043;1313
4032 Fyresdal;2044;1314
4032 Fyresdal;2045;1315
4032 Fyresdal;2046;1315
4032 Fyresdal;2047;1315
4032 Fyresdal;2048;1315
4032 Fyresdal;2049;1314
4032 Fyresdal;2050;1313
4034 Tokke;2024;2212
4034 Tokke;2025;2220
4034 Tokke;2026;2224
4034 Tokke;2027;2224
4034 Tokke;2028;2222
4034 Tokke;2029;2218
4034 Tokke;2030;2213
4034 Tokke;2031;2209
4034 Tokke;2032;2206
4034 Tokke;2033;2204
4034 Tokke;2034;2203
4034 Tokke;2035;2202
4034 Tokke;2036;2202
4034 Tokke;2037;2202
4034 Tokke;2038;2202
4034 Tokke;2039;2202
4034 Tokke;2040;2202
4034 Tokke;2041;2201
4034 Tokke;2042;2200
4034 Tokke;2043;2197
4034 Tokke;2044;2195
4034 Tokke;2045;2192
4034 Tokke;2046;2188
4034 Tokke;2047;2184
4034 Tokke;2048;2180
4034 Tokke;2049;2176
4034 Tokke;2050;2171
4036 Vinje;2024;3851
4036 Vinje;2025;3875
4036 Vinje;2026;3892
4036 Vinje;2027;3903
4036 Vinje;2028;3913
4036 Vinje;2029;3923
4036 Vinje;2030;3931
4036 Vinje;2031;3938
4036 Vinje;2032;3945
4036 Vinje;2033;3950
4036 Vinje;2034;3954
4036 Vinje;2035;3958
4036 Vinje;2036;3961
4036 Vinje;2037;3964
4036 Vinje;2038;3966
4036 Vinje;2039;3968
4036 Vinje;2040;3969
4036 Vinje;2041;3970
4036 Vinje;2042;3971
4036 Vinje;2043;3971
4036 Vinje;2044;3971
4036 Vinje;2045;3971
4036 Vinje;2046;3970
4036 Vinje;2047;3969
4036 Vinje;2048;3967
4036 Vinje;2049;3965
4036 Vinje;2050;3962
4201 Risør;2024;6825
4201 Risør;2025;6827
4201 Risør;2026;6825
4201 Risør;2027;6819
4201 Risør;2028;6820
4201 Risør;2029;6824
4201 Risør;2030;6834
4201 Risør;2031;6843
4201 Risør;2032;6852
4201 Risør;2033;6861
4201 Risør;2034;6869
4201 Risør;2035;6877
4201 Risør;2036;6885
4201 Risør;2037;6891
4201 Risør;2038;6896
4201 Risør;2039;6899
4201 Risør;2040;6902
4201 Risør;2041;6903
4201 Risør;2042;6904
4201 Risør;2043;6904
4201 Risør;2044;6905
4201 Risør;2045;6904
4201 Risør;2046;6904
4201 Risør;2047;6904
4201 Risør;2048;6904
4201 Risør;2049;6904
4201 Risør;2050;6904
4202 Grimstad;2024;24969
4202 Grimstad;2025;25347
4202 Grimstad;2026;25661
4202 Grimstad;2027;25913
4202 Grimstad;2028;26147
4202 Grimstad;2029;26364
4202 Grimstad;2030;26561
4202 Grimstad;2031;26756
4202 Grimstad;2032;26945
4202 Grimstad;2033;27129
4202 Grimstad;2034;27308
4202 Grimstad;2035;27483
4202 Grimstad;2036;27654
4202 Grimstad;2037;27819
4202 Grimstad;2038;27976
4202 Grimstad;2039;28127
4202 Grimstad;2040;28272
4202 Grimstad;2041;28412
4202 Grimstad;2042;28544
4202 Grimstad;2043;28672
4202 Grimstad;2044;28793
4202 Grimstad;2045;28908
4202 Grimstad;2046;29017
4202 Grimstad;2047;29119
4202 Grimstad;2048;29214
4202 Grimstad;2049;29303
4202 Grimstad;2050;29383
4203 Arendal;2024;46355
4203 Arendal;2025;46601
4203 Arendal;2026;46771
4203 Arendal;2027;46868
4203 Arendal;2028;46957
4203 Arendal;2029;47042
4203 Arendal;2030;47123
4203 Arendal;2031;47201
4203 Arendal;2032;47279
4203 Arendal;2033;47356
4203 Arendal;2034;47432
4203 Arendal;2035;47510
4203 Arendal;2036;47589
4203 Arendal;2037;47665
4203 Arendal;2038;47738
4203 Arendal;2039;47807
4203 Arendal;2040;47874
4203 Arendal;2041;47937
4203 Arendal;2042;47996
4203 Arendal;2043;48052
4203 Arendal;2044;48103
4203 Arendal;2045;48149
4203 Arendal;2046;48189
4203 Arendal;2047;48223
4203 Arendal;2048;48250
4203 Arendal;2049;48271
4203 Arendal;2050;48284
4204 Kristiansand;2024;116986
4204 Kristiansand;2025;118410
4204 Kristiansand;2026;119656
4204 Kristiansand;2027;120716
4204 Kristiansand;2028;121761
4204 Kristiansand;2029;122795
4204 Kristiansand;2030;123819
4204 Kristiansand;2031;124833
4204 Kristiansand;2032;125833
4204 Kristiansand;2033;126819
4204 Kristiansand;2034;127794
4204 Kristiansand;2035;128755
4204 Kristiansand;2036;129704
4204 Kristiansand;2037;130621
4204 Kristiansand;2038;131505
4204 Kristiansand;2039;132360
4204 Kristiansand;2040;133185
4204 Kristiansand;2041;133980
4204 Kristiansand;2042;134742
4204 Kristiansand;2043;135472
4204 Kristiansand;2044;136167
4204 Kristiansand;2045;136830
4204 Kristiansand;2046;137462
4204 Kristiansand;2047;138057
4204 Kristiansand;2048;138619
4204 Kristiansand;2049;139145
4204 Kristiansand;2050;139635
4205 Lindesnes;2024;23690
4205 Lindesnes;2025;23802
4205 Lindesnes;2026;23877
4205 Lindesnes;2027;23915
4205 Lindesnes;2028;23953
4205 Lindesnes;2029;23994
4205 Lindesnes;2030;24034
4205 Lindesnes;2031;24077
4205 Lindesnes;2032;24120
4205 Lindesnes;2033;24163
4205 Lindesnes;2034;24206
4205 Lindesnes;2035;24250
4205 Lindesnes;2036;24294
4205 Lindesnes;2037;24335
4205 Lindesnes;2038;24375
4205 Lindesnes;2039;24412
4205 Lindesnes;2040;24445
4205 Lindesnes;2041;24476
4205 Lindesnes;2042;24504
4205 Lindesnes;2043;24529
4205 Lindesnes;2044;24552
4205 Lindesnes;2045;24570
4205 Lindesnes;2046;24585
4205 Lindesnes;2047;24597
4205 Lindesnes;2048;24605
4205 Lindesnes;2049;24610
4205 Lindesnes;2050;24610
4206 Farsund;2024;9876
4206 Farsund;2025;9920
4206 Farsund;2026;9931
4206 Farsund;2027;9913
4206 Farsund;2028;9895
4206 Farsund;2029;9879
4206 Farsund;2030;9862
4206 Farsund;2031;9847
4206 Farsund;2032;9832
4206 Farsund;2033;9817
4206 Farsund;2034;9804
4206 Farsund;2035;9791
4206 Farsund;2036;9778
4206 Farsund;2037;9767
4206 Farsund;2038;9754
4206 Farsund;2039;9741
4206 Farsund;2040;9728
4206 Farsund;2041;9715
4206 Farsund;2042;9703
4206 Farsund;2043;9690
4206 Farsund;2044;9678
4206 Farsund;2045;9666
4206 Farsund;2046;9653
4206 Farsund;2047;9641
4206 Farsund;2048;9628
4206 Farsund;2049;9614
4206 Farsund;2050;9599
4207 Flekkefjord;2024;9279
4207 Flekkefjord;2025;9275
4207 Flekkefjord;2026;9267
4207 Flekkefjord;2027;9251
4207 Flekkefjord;2028;9237
4207 Flekkefjord;2029;9226
4207 Flekkefjord;2030;9217
4207 Flekkefjord;2031;9210
4207 Flekkefjord;2032;9203
4207 Flekkefjord;2033;9197
4207 Flekkefjord;2034;9192
4207 Flekkefjord;2035;9189
4207 Flekkefjord;2036;9187
4207 Flekkefjord;2037;9184
4207 Flekkefjord;2038;9181
4207 Flekkefjord;2039;9177
4207 Flekkefjord;2040;9172
4207 Flekkefjord;2041;9165
4207 Flekkefjord;2042;9158
4207 Flekkefjord;2043;9150
4207 Flekkefjord;2044;9142
4207 Flekkefjord;2045;9132
4207 Flekkefjord;2046;9122
4207 Flekkefjord;2047;9112
4207 Flekkefjord;2048;9101
4207 Flekkefjord;2049;9089
4207 Flekkefjord;2050;9076
4211 Gjerstad;2024;2444
4211 Gjerstad;2025;2452
4211 Gjerstad;2026;2455
4211 Gjerstad;2027;2454
4211 Gjerstad;2028;2453
4211 Gjerstad;2029;2452
4211 Gjerstad;2030;2451
4211 Gjerstad;2031;2450
4211 Gjerstad;2032;2449
4211 Gjerstad;2033;2447
4211 Gjerstad;2034;2447
4211 Gjerstad;2035;2446
4211 Gjerstad;2036;2445
4211 Gjerstad;2037;2445
4211 Gjerstad;2038;2444
4211 Gjerstad;2039;2444
4211 Gjerstad;2040;2443
4211 Gjerstad;2041;2442
4211 Gjerstad;2042;2440
4211 Gjerstad;2043;2440
4211 Gjerstad;2044;2437
4211 Gjerstad;2045;2436
4211 Gjerstad;2046;2433
4211 Gjerstad;2047;2431
4211 Gjerstad;2048;2428
4211 Gjerstad;2049;2426
4211 Gjerstad;2050;2423
4212 Vegårshei;2024;2268
4212 Vegårshei;2025;2364
4212 Vegårshei;2026;2431
4212 Vegårshei;2027;2475
4212 Vegårshei;2028;2508
4212 Vegårshei;2029;2530
4212 Vegårshei;2030;2542
4212 Vegårshei;2031;2553
4212 Vegårshei;2032;2564
4212 Vegårshei;2033;2574
4212 Vegårshei;2034;2584
4212 Vegårshei;2035;2594
4212 Vegårshei;2036;2604
4212 Vegårshei;2037;2613
4212 Vegårshei;2038;2621
4212 Vegårshei;2039;2629
4212 Vegårshei;2040;2637
4212 Vegårshei;2041;2644
4212 Vegårshei;2042;2650
4212 Vegårshei;2043;2656
4212 Vegårshei;2044;2661
4212 Vegårshei;2045;2666
4212 Vegårshei;2046;2670
4212 Vegårshei;2047;2673
4212 Vegårshei;2048;2676
4212 Vegårshei;2049;2678
4212 Vegårshei;2050;2680
4213 Tvedestrand;2024;6323
4213 Tvedestrand;2025;6416
4213 Tvedestrand;2026;6492
4213 Tvedestrand;2027;6551
4213 Tvedestrand;2028;6600
4213 Tvedestrand;2029;6639
4213 Tvedestrand;2030;6669
4213 Tvedestrand;2031;6699
4213 Tvedestrand;2032;6729
4213 Tvedestrand;2033;6758
4213 Tvedestrand;2034;6788
4213 Tvedestrand;2035;6816
4213 Tvedestrand;2036;6844
4213 Tvedestrand;2037;6870
4213 Tvedestrand;2038;6894
4213 Tvedestrand;2039;6917
4213 Tvedestrand;2040;6937
4213 Tvedestrand;2041;6956
4213 Tvedestrand;2042;6974
4213 Tvedestrand;2043;6990
4213 Tvedestrand;2044;7005
4213 Tvedestrand;2045;7019
4213 Tvedestrand;2046;7032
4213 Tvedestrand;2047;7044
4213 Tvedestrand;2048;7056
4213 Tvedestrand;2049;7067
4213 Tvedestrand;2050;7077
4214 Froland;2024;6236
4214 Froland;2025;6312
4214 Froland;2026;6384
4214 Froland;2027;6450
4214 Froland;2028;6514
4214 Froland;2029;6574
4214 Froland;2030;6632
4214 Froland;2031;6688
4214 Froland;2032;6742
4214 Froland;2033;6794
4214 Froland;2034;6846
4214 Froland;2035;6897
4214 Froland;2036;6947
4214 Froland;2037;6996
4214 Froland;2038;7043
4214 Froland;2039;7088
4214 Froland;2040;7131
4214 Froland;2041;7173
4214 Froland;2042;7213
4214 Froland;2043;7250
4214 Froland;2044;7286
4214 Froland;2045;7320
4214 Froland;2046;7352
4214 Froland;2047;7382
4214 Froland;2048;7410
4214 Froland;2049;7436
4214 Froland;2050;7459
4215 Lillesand;2024;11523
4215 Lillesand;2025;11620
4215 Lillesand;2026;11703
4215 Lillesand;2027;11773
4215 Lillesand;2028;11847
4215 Lillesand;2029;11925
4215 Lillesand;2030;12008
4215 Lillesand;2031;12088
4215 Lillesand;2032;12166
4215 Lillesand;2033;12244
4215 Lillesand;2034;12322
4215 Lillesand;2035;12400
4215 Lillesand;2036;12478
4215 Lillesand;2037;12556
4215 Lillesand;2038;12633
4215 Lillesand;2039;12709
4215 Lillesand;2040;12784
4215 Lillesand;2041;12857
4215 Lillesand;2042;12928
4215 Lillesand;2043;12995
4215 Lillesand;2044;13060
4215 Lillesand;2045;13121
4215 Lillesand;2046;13179
4215 Lillesand;2047;13233
4215 Lillesand;2048;13283
4215 Lillesand;2049;13329
4215 Lillesand;2050;13372
4216 Birkenes;2024;5480
