region;år;Hovedalternativet (MMMM)
3421 Trysil;2036;6244
3421 Trysil;2037;6230
3421 Trysil;2038;6217
3421 Trysil;2039;6203
3421 Trysil;2040;6191
3421 Trysil;2041;6179
3421 Trysil;2042;6168
3421 Trysil;2043;6157
3421 Trysil;2044;6147
3421 Trysil;2045;6138
3421 Trysil;2046;6129
3421 Trysil;2047;6120
3421 Trysil;2048;6111
3421 Trysil;2049;6103
3421 Trysil;2050;6094
3422 Åmot;2024;4289
3422 Åmot;2025;4424
3422 Åmot;2026;4519
3422 Åmot;2027;4582
3422 Åmot;2028;4630
3422 Åmot;2029;4665
3422 Åmot;2030;4687
3422 Åmot;2031;4708
3422 Åmot;2032;4726
3422 Åmot;2033;4742
3422 Åmot;2034;4756
3422 Åmot;2035;4768
3422 Åmot;2036;4780
3422 Åmot;2037;4790
3422 Åmot;2038;4799
3422 Åmot;2039;4806
3422 Åmot;2040;4813
3422 Åmot;2041;4819
3422 Åmot;2042;4824
3422 Åmot;2043;4828
3422 Åmot;2044;4833
3422 Åmot;2045;4837
3422 Åmot;2046;4841
3422 Åmot;2047;4844
3422 Åmot;2048;4849
3422 Åmot;2049;4852
3422 Åmot;2050;4856
3423 Stor-Elvdal;2024;2276
3423 Stor-Elvdal;2025;2292
3423 Stor-Elvdal;2026;2307
3423 Stor-Elvdal;2027;2318
3423 Stor-Elvdal;2028;2330
3423 Stor-Elvdal;2029;2343
3423 Stor-Elvdal;2030;2356
3423 Stor-Elvdal;2031;2367
3423 Stor-Elvdal;2032;2378
3423 Stor-Elvdal;2033;2388
3423 Stor-Elvdal;2034;2398
3423 Stor-Elvdal;2035;2408
3423 Stor-Elvdal;2036;2417
3423 Stor-Elvdal;2037;2426
3423 Stor-Elvdal;2038;2434
3423 Stor-Elvdal;2039;2443
3423 Stor-Elvdal;2040;2451
3423 Stor-Elvdal;2041;2458
3423 Stor-Elvdal;2042;2465
3423 Stor-Elvdal;2043;2471
3423 Stor-Elvdal;2044;2477
3423 Stor-Elvdal;2045;2482
3423 Stor-Elvdal;2046;2487
3423 Stor-Elvdal;2047;2491
3423 Stor-Elvdal;2048;2494
3423 Stor-Elvdal;2049;2497
3423 Stor-Elvdal;2050;2500
3424 Rendalen;2024;1837
3424 Rendalen;2025;1882
3424 Rendalen;2026;1917
3424 Rendalen;2027;1942
3424 Rendalen;2028;1961
3424 Rendalen;2029;1973
3424 Rendalen;2030;1978
3424 Rendalen;2031;1984
3424 Rendalen;2032;1989
3424 Rendalen;2033;1994
3424 Rendalen;2034;1999
3424 Rendalen;2035;2004
3424 Rendalen;2036;2008
3424 Rendalen;2037;2012
3424 Rendalen;2038;2017
3424 Rendalen;2039;2020
3424 Rendalen;2040;2024
3424 Rendalen;2041;2028
3424 Rendalen;2042;2032
3424 Rendalen;2043;2035
3424 Rendalen;2044;2039
3424 Rendalen;2045;2042
3424 Rendalen;2046;2046
3424 Rendalen;2047;2048
3424 Rendalen;2048;2051
3424 Rendalen;2049;2053
3424 Rendalen;2050;2055
3425 Engerdal;2024;1361
3425 Engerdal;2025;1443
3425 Engerdal;2026;1498
3425 Engerdal;2027;1530
3425 Engerdal;2028;1552
3425 Engerdal;2029;1564
3425 Engerdal;2030;1568
3425 Engerdal;2031;1571
3425 Engerdal;2032;1574
3425 Engerdal;2033;1577
3425 Engerdal;2034;1579
3425 Engerdal;2035;1581
3425 Engerdal;2036;1582
3425 Engerdal;2037;1583
3425 Engerdal;2038;1583
3425 Engerdal;2039;1583
3425 Engerdal;2040;1583
3425 Engerdal;2041;1583
3425 Engerdal;2042;1583
3425 Engerdal;2043;1582
3425 Engerdal;2044;1582
3425 Engerdal;2045;1582
3425 Engerdal;2046;1581
3425 Engerdal;2047;1581
3425 Engerdal;2048;1580
3425 Engerdal;2049;1579
3425 Engerdal;2050;1578
3426 Tolga;2024;1604
3426 Tolga;2025;1615
3426 Tolga;2026;1621
3426 Tolga;2027;1621
3426 Tolga;2028;1619
3426 Tolga;2029;1614
3426 Tolga;2030;1607
3426 Tolga;2031;1600
3426 Tolga;2032;1594
3426 Tolga;2033;1587
3426 Tolga;2034;1580
3426 Tolga;2035;1573
3426 Tolga;2036;1567
3426 Tolga;2037;1560
3426 Tolga;2038;1554
3426 Tolga;2039;1548
3426 Tolga;2040;1541
3426 Tolga;2041;1534
3426 Tolga;2042;1528
3426 Tolga;2043;1521
3426 Tolga;2044;1514
3426 Tolga;2045;1508
3426 Tolga;2046;1501
3426 Tolga;2047;1495
3426 Tolga;2048;1489
3426 Tolga;2049;1483
3426 Tolga;2050;1477
3427 Tynset;2024;5692
3427 Tynset;2025;5735
3427 Tynset;2026;5756
3427 Tynset;2027;5759
3427 Tynset;2028;5761
3427 Tynset;2029;5761
3427 Tynset;2030;5759
3427 Tynset;2031;5758
3427 Tynset;2032;5756
3427 Tynset;2033;5755
3427 Tynset;2034;5754
3427 Tynset;2035;5753
3427 Tynset;2036;5754
3427 Tynset;2037;5754
3427 Tynset;2038;5755
3427 Tynset;2039;5755
3427 Tynset;2040;5755
3427 Tynset;2041;5754
3427 Tynset;2042;5753
3427 Tynset;2043;5751
3427 Tynset;2044;5747
3427 Tynset;2045;5742
3427 Tynset;2046;5737
3427 Tynset;2047;5731
3427 Tynset;2048;5724
3427 Tynset;2049;5716
3427 Tynset;2050;5708
3428 Alvdal;2024;2526
3428 Alvdal;2025;2541
3428 Alvdal;2026;2548
3428 Alvdal;2027;2546
3428 Alvdal;2028;2542
3428 Alvdal;2029;2535
3428 Alvdal;2030;2525
3428 Alvdal;2031;2515
3428 Alvdal;2032;2506
3428 Alvdal;2033;2496
3428 Alvdal;2034;2487
3428 Alvdal;2035;2477
3428 Alvdal;2036;2468
3428 Alvdal;2037;2459
3428 Alvdal;2038;2450
3428 Alvdal;2039;2441
3428 Alvdal;2040;2432
3428 Alvdal;2041;2424
3428 Alvdal;2042;2416
3428 Alvdal;2043;2409
3428 Alvdal;2044;2401
3428 Alvdal;2045;2394
3428 Alvdal;2046;2387
3428 Alvdal;2047;2380
3428 Alvdal;2048;2373
3428 Alvdal;2049;2366
3428 Alvdal;2050;2359
3429 Folldal;2024;1532
3429 Folldal;2025;1536
3429 Folldal;2026;1537
3429 Folldal;2027;1535
3429 Folldal;2028;1531
3429 Folldal;2029;1525
3429 Folldal;2030;1518
3429 Folldal;2031;1510
3429 Folldal;2032;1503
3429 Folldal;2033;1496
3429 Folldal;2034;1490
3429 Folldal;2035;1484
3429 Folldal;2036;1479
3429 Folldal;2037;1474
3429 Folldal;2038;1470
3429 Folldal;2039;1466
3429 Folldal;2040;1463
3429 Folldal;2041;1460
3429 Folldal;2042;1458
3429 Folldal;2043;1456
3429 Folldal;2044;1454
3429 Folldal;2045;1453
3429 Folldal;2046;1451
3429 Folldal;2047;1450
3429 Folldal;2048;1448
3429 Folldal;2049;1447
3429 Folldal;2050;1445
3430 Os;2024;1891
3430 Os;2025;1902
3430 Os;2026;1909
3430 Os;2027;1912
3430 Os;2028;1913
3430 Os;2029;1912
3430 Os;2030;1910
3430 Os;2031;1908
3430 Os;2032;1907
3430 Os;2033;1906
3430 Os;2034;1906
3430 Os;2035;1906
3430 Os;2036;1906
3430 Os;2037;1906
3430 Os;2038;1906
3430 Os;2039;1905
3430 Os;2040;1904
3430 Os;2041;1902
3430 Os;2042;1900
3430 Os;2043;1898
3430 Os;2044;1895
3430 Os;2045;1892
3430 Os;2046;1889
3430 Os;2047;1886
3430 Os;2048;1883
3430 Os;2049;1880
3430 Os;2050;1876
3431 Dovre;2024;2503
3431 Dovre;2025;2524
3431 Dovre;2026;2537
3431 Dovre;2027;2542
3431 Dovre;2028;2545
3431 Dovre;2029;2546
3431 Dovre;2030;2544
3431 Dovre;2031;2542
3431 Dovre;2032;2539
3431 Dovre;2033;2537
3431 Dovre;2034;2534
3431 Dovre;2035;2530
3431 Dovre;2036;2526
3431 Dovre;2037;2522
3431 Dovre;2038;2517
3431 Dovre;2039;2512
3431 Dovre;2040;2507
3431 Dovre;2041;2502
3431 Dovre;2042;2497
3431 Dovre;2043;2492
3431 Dovre;2044;2487
3431 Dovre;2045;2482
3431 Dovre;2046;2478
3431 Dovre;2047;2474
3431 Dovre;2048;2470
3431 Dovre;2049;2466
3431 Dovre;2050;2462
3432 Lesja;2024;1983
3432 Lesja;2025;1966
3432 Lesja;2026;1947
3432 Lesja;2027;1927
3432 Lesja;2028;1909
3432 Lesja;2029;1893
3432 Lesja;2030;1880
3432 Lesja;2031;1867
3432 Lesja;2032;1856
3432 Lesja;2033;1846
3432 Lesja;2034;1836
3432 Lesja;2035;1828
3432 Lesja;2036;1819
3432 Lesja;2037;1811
3432 Lesja;2038;1803
3432 Lesja;2039;1795
3432 Lesja;2040;1787
3432 Lesja;2041;1779
3432 Lesja;2042;1771
3432 Lesja;2043;1763
3432 Lesja;2044;1756
3432 Lesja;2045;1748
3432 Lesja;2046;1740
3432 Lesja;2047;1732
3432 Lesja;2048;1724
3432 Lesja;2049;1715
3432 Lesja;2050;1707
3433 Skjåk;2024;2141
3433 Skjåk;2025;2122
3433 Skjåk;2026;2103
3433 Skjåk;2027;2082
3433 Skjåk;2028;2063
3433 Skjåk;2029;2045
3433 Skjåk;2030;2029
3433 Skjåk;2031;2013
3433 Skjåk;2032;1997
3433 Skjåk;2033;1982
3433 Skjåk;2034;1968
3433 Skjåk;2035;1953
3433 Skjåk;2036;1939
3433 Skjåk;2037;1925
3433 Skjåk;2038;1911
3433 Skjåk;2039;1898
3433 Skjåk;2040;1884
3433 Skjåk;2041;1871
3433 Skjåk;2042;1858
3433 Skjåk;2043;1845
3433 Skjåk;2044;1833
3433 Skjåk;2045;1821
3433 Skjåk;2046;1810
3433 Skjåk;2047;1798
3433 Skjåk;2048;1788
3433 Skjåk;2049;1777
3433 Skjåk;2050;1767
3434 Lom;2024;2212
3434 Lom;2025;2203
3434 Lom;2026;2191
3434 Lom;2027;2177
3434 Lom;2028;2164
3434 Lom;2029;2150
3434 Lom;2030;2137
3434 Lom;2031;2125
3434 Lom;2032;2113
3434 Lom;2033;2102
3434 Lom;2034;2090
3434 Lom;2035;2079
3434 Lom;2036;2067
3434 Lom;2037;2056
3434 Lom;2038;2045
3434 Lom;2039;2034
3434 Lom;2040;2023
3434 Lom;2041;2012
3434 Lom;2042;2002
3434 Lom;2043;1991
3434 Lom;2044;1981
3434 Lom;2045;1970
3434 Lom;2046;1959
3434 Lom;2047;1948
3434 Lom;2048;1938
3434 Lom;2049;1927
3434 Lom;2050;1916
3435 Vågå;2024;3531
3435 Vågå;2025;3514
3435 Vågå;2026;3493
3435 Vågå;2027;3470
3435 Vågå;2028;3447
3435 Vågå;2029;3425
3435 Vågå;2030;3403
3435 Vågå;2031;3382
3435 Vågå;2032;3362
3435 Vågå;2033;3343
3435 Vågå;2034;3324
3435 Vågå;2035;3307
3435 Vågå;2036;3290
3435 Vågå;2037;3273
3435 Vågå;2038;3256
3435 Vågå;2039;3240
3435 Vågå;2040;3223
3435 Vågå;2041;3206
3435 Vågå;2042;3189
3435 Vågå;2043;3172
3435 Vågå;2044;3156
3435 Vågå;2045;3140
3435 Vågå;2046;3124
3435 Vågå;2047;3108
3435 Vågå;2048;3093
3435 Vågå;2049;3078
3435 Vågå;2050;3063
3436 Nord-Fron;2024;5586
3436 Nord-Fron;2025;5569
3436 Nord-Fron;2026;5542
3436 Nord-Fron;2027;5507
3436 Nord-Fron;2028;5475
3436 Nord-Fron;2029;5447
3436 Nord-Fron;2030;5422
3436 Nord-Fron;2031;5397
3436 Nord-Fron;2032;5373
3436 Nord-Fron;2033;5349
3436 Nord-Fron;2034;5325
3436 Nord-Fron;2035;5302
3436 Nord-Fron;2036;5279
3436 Nord-Fron;2037;5256
3436 Nord-Fron;2038;5234
3436 Nord-Fron;2039;5212
3436 Nord-Fron;2040;5191
3436 Nord-Fron;2041;5172
3436 Nord-Fron;2042;5153
3436 Nord-Fron;2043;5135
3436 Nord-Fron;2044;5119
3436 Nord-Fron;2045;5103
3436 Nord-Fron;2046;5088
3436 Nord-Fron;2047;5074
3436 Nord-Fron;2048;5060
3436 Nord-Fron;2049;5046
3436 Nord-Fron;2050;5033
3437 Sel;2024;5756
3437 Sel;2025;5881
3437 Sel;2026;5944
3437 Sel;2027;5959
3437 Sel;2028;5956
3437 Sel;2029;5936
3437 Sel;2030;5901
3437 Sel;2031;5868
3437 Sel;2032;5837
3437 Sel;2033;5807
3437 Sel;2034;5778
3437 Sel;2035;5749
3437 Sel;2036;5721
3437 Sel;2037;5693
3437 Sel;2038;5665
3437 Sel;2039;5638
3437 Sel;2040;5612
3437 Sel;2041;5585
3437 Sel;2042;5560
3437 Sel;2043;5534
3437 Sel;2044;5509
3437 Sel;2045;5484
3437 Sel;2046;5459
3437 Sel;2047;5433
3437 Sel;2048;5409
3437 Sel;2049;5383
3437 Sel;2050;5359
3438 Sør-Fron;2024;3119
3438 Sør-Fron;2025;3116
3438 Sør-Fron;2026;3110
3438 Sør-Fron;2027;3103
3438 Sør-Fron;2028;3098
3438 Sør-Fron;2029;3098
3438 Sør-Fron;2030;3100
3438 Sør-Fron;2031;3102
3438 Sør-Fron;2032;3104
3438 Sør-Fron;2033;3106
3438 Sør-Fron;2034;3108
3438 Sør-Fron;2035;3110
3438 Sør-Fron;2036;3113
3438 Sør-Fron;2037;3116
3438 Sør-Fron;2038;3120
3438 Sør-Fron;2039;3123
3438 Sør-Fron;2040;3127
3438 Sør-Fron;2041;3130
3438 Sør-Fron;2042;3134
3438 Sør-Fron;2043;3136
3438 Sør-Fron;2044;3139
3438 Sør-Fron;2045;3141
3438 Sør-Fron;2046;3142
3438 Sør-Fron;2047;3142
3438 Sør-Fron;2048;3141
3438 Sør-Fron;2049;3139
3438 Sør-Fron;2050;3137
3439 Ringebu;2024;4413
3439 Ringebu;2025;4410
3439 Ringebu;2026;4402
3439 Ringebu;2027;4387
3439 Ringebu;2028;4376
3439 Ringebu;2029;4367
3439 Ringebu;2030;4361
3439 Ringebu;2031;4355
3439 Ringebu;2032;4349
3439 Ringebu;2033;4343
3439 Ringebu;2034;4337
3439 Ringebu;2035;4332
3439 Ringebu;2036;4327
3439 Ringebu;2037;4321
3439 Ringebu;2038;4315
3439 Ringebu;2039;4308
3439 Ringebu;2040;4300
3439 Ringebu;2041;4292
3439 Ringebu;2042;4283
3439 Ringebu;2043;4275
3439 Ringebu;2044;4267
3439 Ringebu;2045;4259
3439 Ringebu;2046;4251
3439 Ringebu;2047;4243
3439 Ringebu;2048;4236
3439 Ringebu;2049;4229
3439 Ringebu;2050;4221
3440 Øyer;2024;5124
3440 Øyer;2025;5137
3440 Øyer;2026;5148
3440 Øyer;2027;5155
3440 Øyer;2028;5166
3440 Øyer;2029;5182
3440 Øyer;2030;5202
3440 Øyer;2031;5222
3440 Øyer;2032;5240
3440 Øyer;2033;5257
3440 Øyer;2034;5273
3440 Øyer;2035;5289
3440 Øyer;2036;5304
3440 Øyer;2037;5317
3440 Øyer;2038;5330
3440 Øyer;2039;5342
3440 Øyer;2040;5353
3440 Øyer;2041;5364
3440 Øyer;2042;5374
3440 Øyer;2043;5383
3440 Øyer;2044;5393
3440 Øyer;2045;5401
3440 Øyer;2046;5410
3440 Øyer;2047;5417
3440 Øyer;2048;5425
3440 Øyer;2049;5431
3440 Øyer;2050;5436
3441 Gausdal;2024;6177
3441 Gausdal;2025;6177
3441 Gausdal;2026;6173
3441 Gausdal;2027;6163
3441 Gausdal;2028;6153
3441 Gausdal;2029;6141
3441 Gausdal;2030;6129
3441 Gausdal;2031;6118
3441 Gausdal;2032;6109
3441 Gausdal;2033;6100
3441 Gausdal;2034;6092
3441 Gausdal;2035;6086
3441 Gausdal;2036;6080
3441 Gausdal;2037;6075
3441 Gausdal;2038;6071
3441 Gausdal;2039;6067
3441 Gausdal;2040;6064
3441 Gausdal;2041;6061
3441 Gausdal;2042;6057
3441 Gausdal;2043;6054
3441 Gausdal;2044;6050
3441 Gausdal;2045;6046
3441 Gausdal;2046;6042
3441 Gausdal;2047;6038
3441 Gausdal;2048;6033
3441 Gausdal;2049;6027
3441 Gausdal;2050;6021
3442 Østre Toten;2024;14840
3442 Østre Toten;2025;14803
3442 Østre Toten;2026;14769
3442 Østre Toten;2027;14736
3442 Østre Toten;2028;14721
3442 Østre Toten;2029;14725
3442 Østre Toten;2030;14746
3442 Østre Toten;2031;14767
3442 Østre Toten;2032;14788
3442 Østre Toten;2033;14807
3442 Østre Toten;2034;14826
3442 Østre Toten;2035;14844
3442 Østre Toten;2036;14862
3442 Østre Toten;2037;14879
3442 Østre Toten;2038;14896
3442 Østre Toten;2039;14914
3442 Østre Toten;2040;14932
3442 Østre Toten;2041;14950
3442 Østre Toten;2042;14968
3442 Østre Toten;2043;14986
3442 Østre Toten;2044;15002
3442 Østre Toten;2045;15018
3442 Østre Toten;2046;15033
3442 Østre Toten;2047;15045
3442 Østre Toten;2048;15056
3442 Østre Toten;2049;15065
3442 Østre Toten;2050;15071
3443 Vestre Toten;2024;13691
3443 Vestre Toten;2025;13772
3443 Vestre Toten;2026;13839
3443 Vestre Toten;2027;13892
3443 Vestre Toten;2028;13943
3443 Vestre Toten;2029;13994
3443 Vestre Toten;2030;14044
3443 Vestre Toten;2031;14094
3443 Vestre Toten;2032;14144
3443 Vestre Toten;2033;14193
3443 Vestre Toten;2034;14242
3443 Vestre Toten;2035;14291
3443 Vestre Toten;2036;14340
3443 Vestre Toten;2037;14387
3443 Vestre Toten;2038;14433
3443 Vestre Toten;2039;14477
3443 Vestre Toten;2040;14518
3443 Vestre Toten;2041;14557
3443 Vestre Toten;2042;14594
3443 Vestre Toten;2043;14629
3443 Vestre Toten;2044;14661
3443 Vestre Toten;2045;14691
3443 Vestre Toten;2046;14720
3443 Vestre Toten;2047;14747
3443 Vestre Toten;2048;14772
3443 Vestre Toten;2049;14795
3443 Vestre Toten;2050;14816
3446 Gran;2024;13593
3446 Gran;2025;13608
3446 Gran;2026;13608
3446 Gran;2027;13597
3446 Gran;2028;13592
3446 Gran;2029;13591
3446 Gran;2030;13595
3446 Gran;2031;13603
3446 Gran;2032;13613
3446 Gran;2033;13624
3446 Gran;2034;13638
3446 Gran;2035;13654
3446 Gran;2036;13672
3446 Gran;2037;13692
3446 Gran;2038;13713
3446 Gran;2039;13736
3446 Gran;2040;13759
3446 Gran;2041;13783
3446 Gran;2042;13808
3446 Gran;2043;13833
3446 Gran;2044;13857
3446 Gran;2045;13881
3446 Gran;2046;13903
3446 Gran;2047;13924
3446 Gran;2048;13942
3446 Gran;2049;13959
3446 Gran;2050;13973
3447 Søndre Land;2024;5587
3447 Søndre Land;2025;5602
3447 Søndre Land;2026;5611
3447 Søndre Land;2027;5615
3447 Søndre Land;2028;5624
3447 Søndre Land;2029;5638
3447 Søndre Land;2030;5657
3447 Søndre Land;2031;5675
3447 Søndre Land;2032;5693
3447 Søndre Land;2033;5711
3447 Søndre Land;2034;5728
3447 Søndre Land;2035;5746
3447 Søndre Land;2036;5763
3447 Søndre Land;2037;5779
3447 Søndre Land;2038;5795
3447 Søndre Land;2039;5810
3447 Søndre Land;2040;5825
3447 Søndre Land;2041;5839
3447 Søndre Land;2042;5852
3447 Søndre Land;2043;5864
3447 Søndre Land;2044;5875
3447 Søndre Land;2045;5886
3447 Søndre Land;2046;5897
3447 Søndre Land;2047;5907
3447 Søndre Land;2048;5916
3447 Søndre Land;2049;5925
3447 Søndre Land;2050;5933
3448 Nordre Land;2024;6510
3448 Nordre Land;2025;6485
3448 Nordre Land;2026;6459
3448 Nordre Land;2027;6430
3448 Nordre Land;2028;6407
3448 Nordre Land;2029;6388
3448 Nordre Land;2030;6374
3448 Nordre Land;2031;6360
3448 Nordre Land;2032;6347
3448 Nordre Land;2033;6334
3448 Nordre Land;2034;6322
3448 Nordre Land;2035;6311
3448 Nordre Land;2036;6301
3448 Nordre Land;2037;6290
3448 Nordre Land;2038;6280
3448 Nordre Land;2039;6270
3448 Nordre Land;2040;6261
3448 Nordre Land;2041;6252
3448 Nordre Land;2042;6244
3448 Nordre Land;2043;6237
3448 Nordre Land;2044;6230
3448 Nordre Land;2045;6223
3448 Nordre Land;2046;6216
3448 Nordre Land;2047;6209
3448 Nordre Land;2048;6202
3448 Nordre Land;2049;6195
3448 Nordre Land;2050;6187
3449 Sør-Aurdal;2024;2836
3449 Sør-Aurdal;2025;2822
3449 Sør-Aurdal;2026;2808
3449 Sør-Aurdal;2027;2792
3449 Sør-Aurdal;2028;2777
3449 Sør-Aurdal;2029;2764
3449 Sør-Aurdal;2030;2752
3449 Sør-Aurdal;2031;2740
3449 Sør-Aurdal;2032;2730
3449 Sør-Aurdal;2033;2719
3449 Sør-Aurdal;2034;2710
3449 Sør-Aurdal;2035;2702
3449 Sør-Aurdal;2036;2694
3449 Sør-Aurdal;2037;2687
3449 Sør-Aurdal;2038;2680
3449 Sør-Aurdal;2039;2675
3449 Sør-Aurdal;2040;2669
3449 Sør-Aurdal;2041;2665
3449 Sør-Aurdal;2042;2660
3449 Sør-Aurdal;2043;2656
3449 Sør-Aurdal;2044;2651
3449 Sør-Aurdal;2045;2647
3449 Sør-Aurdal;2046;2643
3449 Sør-Aurdal;2047;2638
3449 Sør-Aurdal;2048;2634
3449 Sør-Aurdal;2049;2629
3449 Sør-Aurdal;2050;2625
3450 Etnedal;2024;1366
3450 Etnedal;2025;1441
3450 Etnedal;2026;1485
3450 Etnedal;2027;1507
3450 Etnedal;2028;1518
3450 Etnedal;2029;1520
3450 Etnedal;2030;1514
3450 Etnedal;2031;1509
3450 Etnedal;2032;1504
3450 Etnedal;2033;1499
3450 Etnedal;2034;1494
3450 Etnedal;2035;1490
3450 Etnedal;2036;1486
3450 Etnedal;2037;1482
3450 Etnedal;2038;1479
3450 Etnedal;2039;1475
3450 Etnedal;2040;1472
3450 Etnedal;2041;1470
3450 Etnedal;2042;1467
3450 Etnedal;2043;1465
3450 Etnedal;2044;1463
3450 Etnedal;2045;1460
3450 Etnedal;2046;1458
3450 Etnedal;2047;1456
3450 Etnedal;2048;1455
3450 Etnedal;2049;1453
3450 Etnedal;2050;1452
3451 Nord-Aurdal;2024;6562
3451 Nord-Aurdal;2025;6648
3451 Nord-Aurdal;2026;6698
3451 Nord-Aurdal;2027;6717
3451 Nord-Aurdal;2028;6726
3451 Nord-Aurdal;2029;6725
3451 Nord-Aurdal;2030;6715
3451 Nord-Aurdal;2031;6707
3451 Nord-Aurdal;2032;6701
3451 Nord-Aurdal;2033;6695
3451 Nord-Aurdal;2034;6690
3451 Nord-Aurdal;2035;6684
3451 Nord-Aurdal;2036;6679
3451 Nord-Aurdal;2037;6672
3451 Nord-Aurdal;2038;6665
3451 Nord-Aurdal;2039;6656
3451 Nord-Aurdal;2040;6647
3451 Nord-Aurdal;2041;6637
3451 Nord-Aurdal;2042;6627
3451 Nord-Aurdal;2043;6616
3451 Nord-Aurdal;2044;6605
3451 Nord-Aurdal;2045;6594
3451 Nord-Aurdal;2046;6583
3451 Nord-Aurdal;2047;6572
3451 Nord-Aurdal;2048;6562
3451 Nord-Aurdal;2049;6551
3451 Nord-Aurdal;2050;6541
3452 Vestre Slidre;2024;2112
3452 Vestre Slidre;2025;2131
3452 Vestre Slidre;2026;2143
3452 Vestre Slidre;2027;2150
3452 Vestre Slidre;2028;2154
3452 Vestre Slidre;2029;2157
3452 Vestre Slidre;2030;2157
3452 Vestre Slidre;2031;2159
3452 Vestre Slidre;2032;2161
3452 Vestre Slidre;2033;2163
3452 Vestre Slidre;2034;2165
3452 Vestre Slidre;2035;2168
3452 Vestre Slidre;2036;2172
3452 Vestre Slidre;2037;2175
3452 Vestre Slidre;2038;2177
3452 Vestre Slidre;2039;2179
3452 Vestre Slidre;2040;2181
3452 Vestre Slidre;2041;2182
3452 Vestre Slidre;2042;2183
3452 Vestre Slidre;2043;2183
3452 Vestre Slidre;2044;2183
3452 Vestre Slidre;2045;2183
3452 Vestre Slidre;2046;2182
3452 Vestre Slidre;2047;2181
3452 Vestre Slidre;2048;2180
3452 Vestre Slidre;2049;2179
3452 Vestre Slidre;2050;2177
3453 Øystre Slidre;2024;3298
3453 Øystre Slidre;2025;3335
3453 Øystre Slidre;2026;3361
3453 Øystre Slidre;2027;3375
3453 Øystre Slidre;2028;3386
3453 Øystre Slidre;2029;3393
3453 Øystre Slidre;2030;3396
3453 Øystre Slidre;2031;3397
3453 Øystre Slidre;2032;3399
3453 Øystre Slidre;2033;3400
3453 Øystre Slidre;2034;3400
3453 Øystre Slidre;2035;3401
3453 Øystre Slidre;2036;3401
3453 Øystre Slidre;2037;3401
3453 Øystre Slidre;2038;3402
3453 Øystre Slidre;2039;3402
3453 Øystre Slidre;2040;3402
3453 Øystre Slidre;2041;3402
3453 Øystre Slidre;2042;3402
3453 Øystre Slidre;2043;3402
3453 Øystre Slidre;2044;3402
3453 Øystre Slidre;2045;3402
3453 Øystre Slidre;2046;3401
3453 Øystre Slidre;2047;3400
3453 Øystre Slidre;2048;3399
3453 Øystre Slidre;2049;3398
3453 Øystre Slidre;2050;3396
3454 Vang;2024;1645
3454 Vang;2025;1700
3454 Vang;2026;1738
3454 Vang;2027;1763
3454 Vang;2028;1783
3454 Vang;2029;1800
3454 Vang;2030;1814
3454 Vang;2031;1827
3454 Vang;2032;1840
3454 Vang;2033;1852
3454 Vang;2034;1864
3454 Vang;2035;1875
3454 Vang;2036;1886
3454 Vang;2037;1896
3454 Vang;2038;1905
3454 Vang;2039;1914
3454 Vang;2040;1922
3454 Vang;2041;1929
3454 Vang;2042;1936
3454 Vang;2043;1943
3454 Vang;2044;1949
3454 Vang;2045;1954
3454 Vang;2046;1960
3454 Vang;2047;1964
3454 Vang;2048;1969
3454 Vang;2049;1973
3454 Vang;2050;1976
3901 Horten;2024;27939
3901 Horten;2025;28082
3901 Horten;2026;28182
3901 Horten;2027;28239
3901 Horten;2028;28300
3901 Horten;2029;28367
3901 Horten;2030;28440
3901 Horten;2031;28514
3901 Horten;2032;28588
3901 Horten;2033;28663
3901 Horten;2034;28740
3901 Horten;2035;28818
3901 Horten;2036;28898
3901 Horten;2037;28979
3901 Horten;2038;29059
3901 Horten;2039;29138
3901 Horten;2040;29216
3901 Horten;2041;29292
3901 Horten;2042;29366
3901 Horten;2043;29438
3901 Horten;2044;29509
3901 Horten;2045;29576
3901 Horten;2046;29640
3901 Horten;2047;29701
3901 Horten;2048;29758
3901 Horten;2049;29811
3901 Horten;2050;29859
3903 Holmestrand;2024;26872
3903 Holmestrand;2025;27388
3903 Holmestrand;2026;27825
3903 Holmestrand;2027;28190
3903 Holmestrand;2028;28526
3903 Holmestrand;2029;28837
3903 Holmestrand;2030;29123
3903 Holmestrand;2031;29405
3903 Holmestrand;2032;29682
3903 Holmestrand;2033;29953
3903 Holmestrand;2034;30218
3903 Holmestrand;2035;30477
3903 Holmestrand;2036;30733
3903 Holmestrand;2037;30979
3903 Holmestrand;2038;31217
3903 Holmestrand;2039;31447
3903 Holmestrand;2040;31669
3903 Holmestrand;2041;31882
3903 Holmestrand;2042;32087
3903 Holmestrand;2043;32284
3903 Holmestrand;2044;32472
3903 Holmestrand;2045;32653
3903 Holmestrand;2046;32825
3903 Holmestrand;2047;32988
3903 Holmestrand;2048;33143
3903 Holmestrand;2049;33289
3903 Holmestrand;2050;33427
3905 Tønsberg;2024;59174
3905 Tønsberg;2025;59654
3905 Tønsberg;2026;60067
3905 Tønsberg;2027;60406
3905 Tønsberg;2028;60752
3905 Tønsberg;2029;61108
3905 Tønsberg;2030;61469
3905 Tønsberg;2031;61824
3905 Tønsberg;2032;62174
3905 Tønsberg;2033;62517
3905 Tønsberg;2034;62854
3905 Tønsberg;2035;63186
3905 Tønsberg;2036;63514
